x,y
1.581209773266110474e+01,3.857237143995320849e+01
9.116224140702867018e+00,5.175743759523363252e+01
1.486075447236135538e+01,5.169968271448362884e+01
1.630551516879341634e+01,4.234030620026232583e+01
2.021183453510233008e+01,3.337147629541214400e+01
1.662234908249460474e+01,4.675840708109146249e+01
5.499763304807272490e+00,5.094746433940510855e+01
1.512826472890712992e+01,4.714962797163659758e+01
1.194532506360850732e+01,6.003003832395678074e+01
1.853555871966308644e+01,4.824333678972918449e+01
1.784239777524322434e+01,4.998435161429154050e+01
1.546584502451173648e+01,5.235936464048388927e+01
2.078538062774772754e+01,4.800752416006353229e+01
1.516593823444200417e+01,4.857183821371186383e+01
2.226462498851243055e+01,4.803268046990342555e+01
9.187326229893177043e+00,5.296132513370692152e+01
1.216434716348176792e+01,4.991715170570338245e+01
1.232038491771402633e+01,5.458762787995145516e+01
9.195705119192481902e+00,5.533208053050989150e+01
1.348022975698835069e+01,5.300789752265657739e+01
1.028318801365573520e+01,5.071628925113932240e+01
2.532000461991638574e+01,4.844507085521748024e+01
1.143428647058275516e+00,4.005389571223750522e+01
1.093961287622006928e+01,5.193271221189453968e+01
1.309277359297358601e+01,5.319927014403966581e+01
1.501518497832813459e+01,4.355690471413772968e+01
1.792089603790932628e+01,5.251224705229062550e+01
6.163244151520961722e+00,5.124334332111391888e+01
1.459013597118478778e+01,5.174973425987467124e+01
1.022560103233850981e+01,5.296062325700945905e+01
1.510645563306781014e+01,4.452476268138798332e+01
2.092883812611672312e+01,5.067564928367438881e+01
9.015132941730104932e+00,3.740599920256210709e+01
1.661935241581753786e+01,5.176990043659738205e+01
1.336645198172756999e+01,5.068788262630655339e+01
5.166046403562203793e+00,5.466427723829632868e+01
1.104391115811767321e+01,5.009276797444167784e+01
9.091988200289526034e+00,5.263537022697235557e+01
1.193729532623830458e+01,5.534428346105859475e+01
2.155158670938571319e+01,5.495870711203497194e+01
2.238264520647653555e+01,5.051029274032293159e+01
1.597491780767218827e+01,5.478929249245415889e+01
9.473493204424912051e+00,4.751024716608325349e+01
1.721055078844129582e+01,4.106610852451250082e+01
1.853757933060241925e+01,4.849757239904339912e+01
1.645763204613641406e+01,5.174372760134293969e+01
1.176628456796723299e+01,5.529948547653561519e+01
1.963777608705902367e+01,5.606659480613799929e+01
9.884299947165258615e+00,5.239952466113457774e+01
7.392650358469960992e+00,5.452754236656151932e+01
1.748921567714571168e+01,5.358852187493864250e+01
6.944142623338761311e+00,4.813712904261155501e+01
1.541071994187547567e+01,4.232263341978785576e+01
1.681654542601137692e+01,6.303970999203676229e+01
1.378454331116815368e+01,5.187508585140738404e+01
6.085651007169717630e+00,4.967565293297272433e+01
9.160390392838605678e+00,5.084058956097165094e+01
1.910155720337480290e+01,4.001650293369888800e+01
4.060956573902412714e+00,4.891116720275137908e+01
1.729683210407633354e+01,5.130808418478509481e+01
7.872691387449228806e+00,4.003576823536890572e+01
2.409453977512569622e+01,5.395352419603744210e+01
2.295971314828308607e+01,5.421150952078706098e+01
1.689220675368986235e+01,5.302104099089942224e+01
1.201482008638959442e+01,4.425946752681691265e+01
1.645787883299299992e+01,4.876861356039596984e+01
6.256266695166740277e+00,4.988454297046777697e+01
1.410651654031637925e+01,4.695125673223908080e+01
1.443283520292873945e+01,5.060974764474271126e+01
6.690990672191137634e+00,5.367897007252636854e+01
1.953674049173079297e+01,3.940864251061123724e+01
2.029969822242080824e+01,5.384472712283267981e+01
2.123264457371194425e+01,5.613035948797473651e+01
1.415734225860105511e+01,4.728896687741810467e+01
1.586450084332560095e+01,4.736651917487379393e+01
1.912178127086428958e+01,4.362012121954577282e+01
1.055955136368247693e+01,5.127069818405892221e+01
1.411315040182566882e+01,4.397902736904845966e+01
1.644710136917900911e+01,4.333888301492663686e+01
1.590633132970022245e+01,4.760534531739389053e+01
2.207113298740410912e+01,5.569131439561756025e+01
9.917802706254683187e+00,5.357109634417904687e+01
1.464318033087763560e+01,3.933870555007055003e+01
9.359344965261229277e-01,5.530281706267765429e+01
1.068788207619524044e+01,4.612360395216123976e+01
5.573697245454695803e+00,5.841688927973287804e+01
5.806162754347358401e+00,3.845603733867068996e+01
3.905068193713979952e+00,5.042692914515996705e+01
1.284051207592364108e+01,5.279141554358875510e+01
1.838612235447557453e+01,4.386172211689108735e+01
1.109001982356470251e+01,4.562750176798407864e+01
1.826507546484157984e+01,5.738536289763888476e+01
1.822800719205568143e+01,3.256843086658022202e+01
2.195959652282651930e+01,4.790854291349927507e+01
1.453878879329064411e+01,5.088826417325784490e+01
1.654523547160787800e+01,4.743610163464799001e+01
1.846227874114357448e+01,4.364370725707220799e+01
1.047669990494241787e+01,6.201989908777878213e+01
1.661540888313373898e+01,4.698447413090939051e+01
1.829911444215992589e+01,4.899491011785325156e+01
1.554920464375375921e+01,5.209750222795883445e+01
9.618075805772697606e+00,4.563986407415794844e+01
1.507947175524207672e+01,5.206312336809415342e+01
1.877995829038304265e+01,5.014583645699067915e+01
9.692504799435170071e+00,5.182406502590961139e+01
5.247747940086304297e+00,5.118005374463394475e+01
1.883778538198292196e+01,4.890474844802600529e+01
8.812934267017526579e+00,5.478529578145846557e+01
1.129247926252682177e+01,5.043274373641872899e+01
1.030684133804722968e+01,5.967257469645330303e+01
2.052901931305330052e+01,5.011525015957273865e+01
1.928946554952841907e+01,5.704313533855825824e+01
1.843617427803431141e+01,5.379281866963594894e+01
2.287708660503535185e+01,5.245703422284567807e+01
1.219931564485541386e+01,3.770634081188861586e+01
2.256851156018525018e+01,5.889905642990628110e+01
1.513369633317307539e+01,4.897778509229608801e+01
1.953648944716666591e+01,3.873870436422227925e+01
1.702888585012097877e+01,4.869098075484581045e+01
9.902707318806516668e+00,5.300451774030234020e+01
8.309367224201613666e+00,4.670041048071076517e+01
1.908885873692111090e+01,5.904520248965275186e+01
1.110540912941348779e+01,5.186807408993096402e+01
2.288732551852261565e+01,5.427663464792870940e+01
1.183769039791197741e+01,4.993389635571009677e+01
1.966642723103469592e+01,5.221293440617220938e+01
1.038859567547464380e+01,4.961061710653871160e+01
1.426379341343094787e+01,4.733795084005796383e+01
1.229385853843249876e+01,5.116369418928239554e+01
1.657376825519174091e+01,5.250731343299027287e+01
1.012528687714541320e+01,5.653005934595398685e+01
1.512446810106891171e+01,5.355073461048227301e+01
1.879014744888549515e+01,5.319920453815616668e+01
1.485781775234864277e+01,4.681589828323711799e+01
2.358925407224829485e+01,3.913631224031738043e+01
2.128162711226953263e+01,5.124507121344787919e+01
2.088011746047815365e+01,5.869650588779745704e+01
1.636864265773442995e+01,4.830060433236373996e+01
1.489651541258976408e+01,4.986192493926296976e+01
2.116336832112811450e+01,4.757803808618051988e+01
9.195167494639438388e+00,4.747837999813837939e+01
1.037487302830378511e+01,4.703536282373051591e+01
1.865804214133295602e+01,4.520057675739287362e+01
1.957149742004158099e+01,4.527054861344196013e+01
2.253741722250536128e+01,4.844288169338504701e+01
1.655664290257546511e+01,4.355367203924610919e+01
1.745400497184722255e+01,4.771470635693113138e+01
1.465724901484178133e+01,5.318104230688702216e+01
7.318212065034884972e+00,4.866770628023657963e+01
1.650297618159515167e+01,4.906534500678779409e+01
1.443411057046909818e+01,5.357881925309357030e+01
2.314613021504409218e+01,4.521531192899732332e+01
1.520971728527105604e+01,4.396608623888533884e+01
1.542343149493168042e+01,6.054862105184734844e+01
1.559403773643198043e+01,4.407171248607482994e+01
1.764034992754422504e+01,5.175427547306627218e+01
2.543722755809034197e+01,6.096730253251951837e+01
1.528135354789662870e+01,4.522379375897870801e+01
1.432781472015091673e+01,5.507777916793868656e+01
1.144759442569107399e+01,5.072769974302170937e+01
1.099759439328411936e+01,5.349894556163631165e+01
2.203558784373139545e+01,4.618066544301638743e+01
3.094619010567327422e+01,5.184484226183913336e+01
1.615641365122046835e+01,4.741109081381397061e+01
1.247820556732531116e+01,5.359372788053710224e+01
1.647644702538889661e+01,4.617864875205894748e+01
7.082059697828918310e+00,5.282276073665651239e+01
1.697748150156826341e+01,4.869586451905081503e+01
2.917048123672140036e+01,6.100749295261302763e+01
2.392092992995662115e+01,5.534760749767569621e+01
1.067101780978780745e+01,5.432066450019953407e+01
6.873975342270380651e+00,4.915976684523021589e+01
1.686407048877399362e+01,5.356800390353712515e+01
1.486781217515556719e+01,5.287250798285454323e+01
2.173583754913416755e+01,4.264118714563848300e+01
1.496198847005417676e+01,5.367018064947149725e+01
1.605236904108333462e+01,4.513565014206434967e+01
1.885379990918766069e+01,4.864863566971240516e+01
1.790114654130769622e+01,3.991619041106407195e+01
8.800923954673866234e+00,5.704986040652106993e+01
1.257272205461684322e+01,4.992113918700315622e+01
1.184537223684622731e+01,5.693852929635546190e+01
2.397401529889623362e+01,5.094262041078444980e+01
1.937982565895865861e+01,4.493991500051509291e+01
1.537907514297102374e+01,4.330165892066600719e+01
1.698109717700413057e+01,4.577356755356237272e+01
1.058043590638178699e+01,5.328733846257520668e+01
1.618201441271349950e+01,5.521889437120390909e+01
7.513131028222391095e+00,5.550054034546958093e+01
1.229025114040826239e+01,4.485601423052077763e+01
1.139969241638735653e+01,5.405304942929744527e+01
9.816387066163860808e+00,5.238313650833140400e+01
1.358371130311351749e+01,5.121167259425985208e+01
1.795549029704411481e+01,5.093608123407274491e+01
1.475904483030157088e+01,5.440802312701264043e+01
1.876389781197151407e+01,4.931541243945947173e+01
1.215241859586305750e+01,4.664207881153519963e+01
9.978361752166673426e+00,5.168973409755781034e+01
1.138003963930490592e+01,5.140703868337125471e+01
7.564040173366159969e+00,5.276067224467270478e+01
1.252130384537753294e+01,4.104780294330296186e+01
1.097615401850361749e+01,5.181646806261746718e+01
1.538011916588548900e+01,4.688630178398925352e+01
1.060906116132705179e+01,5.383648367956959646e+01
1.812649611113468850e+01,5.377544826735755379e+01
1.042164269751694050e+01,5.364574456071525788e+01
1.086808160325198003e+01,4.870058840834818881e+01
1.715740276510349105e+01,5.766732990048921437e+01
1.029349276667275248e+01,5.124033513609910528e+01
2.212202025565353480e+01,4.502519935152457720e+01
1.950165187294603442e+01,5.448451327998030536e+01
1.682399421542778484e+01,5.563640702627945700e+01
1.878732954012121681e+01,4.283227077406614569e+01
1.158612732829089609e+01,4.624837779659181081e+01
1.902588103590171542e+01,5.289728925302766527e+01
1.529214802138433171e+01,5.002155733875084564e+01
1.750901735596502817e+01,5.048615984452293759e+01
3.130117913769080218e+00,5.360037291899459433e+01
1.823827502670567569e+01,5.034929899143265430e+01
1.070951151869315510e+01,5.553056223383102008e+01
8.645986638213731368e+00,5.192530158625743297e+01
1.106319685727480717e+01,4.741308730502809965e+01
1.293056536405422641e+01,5.464842410208791534e+01
1.747851405188308860e+01,5.780359408911034791e+01
2.206434946186222845e+01,5.373709594317556082e+01
2.074263407684643568e+01,5.981988390097247787e+01
9.821264791591119092e+00,4.547112853906300955e+01
1.005837217647446380e+01,5.121145562791930672e+01
5.104808651257052077e+00,5.754768248636356276e+01
2.297224121712870470e+01,5.493157474474519830e+01
1.766195055513451706e+01,4.811815057861253564e+01
1.214306039089194122e+01,5.194769527405855314e+01
1.247072185315566450e+01,4.904684450158140407e+01
8.441910835110087774e+00,4.491200588166585561e+01
1.273257917549782015e+01,5.082038012605726607e+01
1.587645093094815785e+01,4.858951303539584643e+01
1.442574054947278128e+01,4.286253925345842930e+01
1.558811534431824519e+01,4.738685680028877556e+01
1.307433595329311693e+01,5.078565930490196934e+01
2.631342723124041427e+01,4.427618035838067101e+01
1.495205139642606973e+01,5.801340317126221180e+01
8.905735677559643904e+00,5.352108008262676009e+01
1.903941522611344439e+01,4.425841852729939774e+01
1.484651806903526072e+01,4.806014696232054462e+01
1.611826540735333424e+01,4.815047157036730852e+01
1.754020033188205829e+01,4.710030651906243548e+01
1.124074536219894327e+01,5.101904279224379479e+01
1.878832207538498622e+01,5.908602267048618728e+01
2.178024879762446986e+01,4.799728406838369921e+01
1.706978454440197979e+01,4.960023539824614858e+01
1.686488566483054896e+01,4.228899127691949644e+01
1.843419893115926556e+01,5.798672163256657797e+01
-6.476654462391824296e-01,4.636765807694828112e+01
6.811312063343926582e+00,5.017612262596299644e+01
1.137398213995710350e+01,4.343660545350108038e+01
1.715444663298035977e+01,4.518245190836668002e+01
1.414801628940733735e+01,4.624634491009005899e+01
1.296474343319079026e+01,4.778358601195587596e+01
1.109968495257889209e+01,5.830225278323478477e+01
1.190142139886539496e+01,4.750259867828341953e+01
7.497532042739263325e+00,4.566210021591157187e+01
1.617049404169434013e+01,5.012752075356399928e+01
1.056473484755652770e+01,4.189504258185344554e+01
2.207869167477316807e+01,5.326981294250990118e+01
2.532037779678194411e+01,4.410159065406887891e+01
1.159866622693650662e+01,5.218599051394369326e+01
2.510749018381258679e+01,5.514086282343430412e+01
6.170754913821143717e+00,4.885810994535225404e+01
1.925165373013166814e+01,4.385378115416463629e+01
1.120326750910944824e+01,5.089006339272677337e+01
1.550712446244310172e+01,5.760246536965449593e+01
1.945349243389391347e+01,5.271723865556598554e+01
1.138125565694111785e+01,4.843947679084147495e+01
1.689155446053382548e+01,4.889833669897593182e+01
1.471803851129824814e+01,5.159610662956951899e+01
1.446114409314163751e+01,4.511181186207101490e+01
1.563316733361854638e+01,4.200605356543726998e+01
1.594094433155103374e+01,4.392963114489015908e+01
9.153030397839820864e+00,5.094424758576132461e+01
1.578459192977611458e+01,5.709765223937386480e+01
1.623546275901708213e+01,6.595305178354927023e+01
1.957055953402129234e+01,5.364771770617450386e+01
1.999053345393170034e+01,4.515846830720167304e+01
1.213319914814371892e+01,4.513998650727151585e+01
8.325420921188399603e+00,4.466575343799806319e+01
1.153548617734857196e+01,3.925135147270464131e+01
1.220962590206713827e+01,5.023440240127865763e+01
1.258568342537740392e+01,5.295708439075995955e+01
1.272522748728813724e+01,5.086780646574186449e+01
1.089744417061026560e+01,5.022602456667663517e+01
1.887084536197628282e+01,5.309531585001549558e+01
1.773430218974127115e+01,4.361390508736307936e+01
1.639846512539693180e+01,5.473594920952798049e+01
1.204009643833957099e+01,5.285265655464228729e+01
1.019759804822379756e+01,5.002981735743847480e+01
1.768208616923442378e+01,5.577222775229261487e+01
6.601152980967938788e+00,4.529470987837970597e+01
2.335079142114871331e+00,5.270259528467190790e+01
1.130761472582895877e+01,4.748427366167055652e+01
2.619409580658184922e+01,4.992457241880548224e+01
2.077929912538392898e+01,5.340761701440155207e+01
1.801143802330349430e+01,4.954538593830235271e+01
1.864782466047773468e+01,5.276916880848783364e+01
1.866310573487157853e+01,5.391278396658751859e+01
9.595404594029732337e+00,4.363746752448511756e+01
1.347785576785615724e+01,3.980842842509981949e+01
1.162168896094444115e+01,5.616301140365879263e+01
1.769354753445146500e+01,5.159776292023755673e+01
1.596800028297685614e+01,5.801993189113011340e+01
1.485900669695570997e+01,4.964244618998788638e+01
7.885005132080315171e+00,5.853170579075656832e+01
1.421870646525540316e+01,4.682866974217316880e+01
1.156642051677995653e+01,4.489116775414406391e+01
1.078249101145888034e+01,4.540093088880249894e+01
1.730621465646376222e+01,5.798328685328553433e+01
1.508606641695407014e+01,5.561888755829888709e+01
1.491618185588779255e+01,4.704434334935720585e+01
1.833587162397692794e+01,4.872786761008238443e+01
1.916721865914383116e+01,4.911808513279282096e+01
8.978777079106833980e+00,3.837384733379511204e+01
1.543552771494817399e+01,4.624584011364983382e+01
1.357621176657194084e+01,4.941655569770249201e+01
1.495355853126404888e+01,4.901736282922307453e+01
7.906845667206451544e+00,5.727241340424941285e+01
1.268673426000458804e+01,5.547483881483731238e+01
1.298984071877491786e+01,5.366320662005793451e+01
2.792775163038355046e+00,4.372126297209371160e+01
6.501078618482303284e+00,4.448992980279648890e+01
2.297923114719853999e+01,5.798397577182666396e+01
5.732536809631090691e+00,4.863088049070094598e+01
1.274888180020503015e+01,5.312169623624453862e+01
1.447690996482312897e+01,3.841597051568739118e+01
1.618976585596794493e+01,5.093539758735844458e+01
1.253108823994714172e+01,5.055273765669937802e+01
2.364259942486039634e+01,5.463104398387042693e+01
1.460248636893328644e+01,4.600986558200524001e+01
1.192470471393951748e+01,4.560195148105530194e+01
1.581584045925856330e+01,5.536863304684475651e+01
2.087965970129895155e+01,5.393731626866026829e+01
1.085997482334103736e+01,5.551025362306756961e+01
2.210857112508278988e+01,3.999469718471090118e+01
1.286832105626848133e+01,5.742971817544714241e+01
1.963276632593863980e+01,4.648800111269883928e+01
1.367991415071496419e+01,4.294005779878214213e+01
1.085805472501500546e+01,5.200158991692763522e+01
1.420628404587103866e+01,5.281067285219920393e+01
1.754315273405499553e+01,5.740584979838940427e+01
1.397351181799679054e+01,5.082493904634302595e+01
1.833859324744279817e+01,5.488669998282463780e+01
1.941069925414195652e+01,6.250659333809254292e+01
1.582145120766627500e+01,4.910629670011086745e+01
9.595316699180678199e+00,5.217963812716200778e+01
1.035877912983570504e+01,4.116816980924931357e+01
1.682138260265873697e+01,5.141300085995848690e+01
1.164544852212003612e+01,4.082184176670922682e+01
9.246971724681081639e+00,5.394231182723232365e+01
2.105289857938291220e+01,4.835778834523750191e+01
1.396924544159665693e+01,5.241701919002535703e+01
1.890042116336294953e+01,4.862919837386685629e+01
6.535937672263878895e+00,4.663844436678856198e+01
1.829832029282859907e+01,4.841810488632494724e+01
6.510717991163376794e+00,5.342174211795614980e+01
1.866260167003179760e+01,5.245274531791132233e+01
1.635642852316661688e+01,4.585597017330955794e+01
1.331427361494948869e+01,5.116065083847473716e+01
9.242968784062844279e+00,4.297526769057696328e+01
9.238943997331686475e+00,4.617549162243108185e+01
1.585980272541747205e+01,5.234750693841603209e+01
1.756593659878643976e+01,4.528508630408893509e+01
1.400544339969479779e+01,4.659642157134593532e+01
1.664993919106927933e+01,4.943688522330589308e+01
8.579592010157298887e+00,4.730257780267352530e+01
1.214356088668503197e+01,4.724142579384194107e+01
1.829622957902686764e+01,4.473586432861397100e+01
1.894599275356225121e+01,5.135022970277508136e+01
1.460433568807771643e+01,4.801984022433497756e+01
1.974520885414604265e+01,5.999610150627646732e+01
1.543095085109855624e+01,5.127603287290683198e+01
1.592783045951064302e+01,4.472288404861998856e+01
9.143793100970903254e+00,6.278342428223432137e+01
8.111260702701716951e+00,5.100495624634019265e+01
1.510462443771933927e+01,4.821354850965279581e+01
9.766533823908307710e+00,5.065516151882804508e+01
1.752074125596559284e+01,5.300180736735366338e+01
1.566711612257829245e+01,5.689331245843246876e+01
1.683730643488684109e+01,5.137396856024187031e+01
1.858469229584719429e+01,4.993432643763969736e+01
1.690979152854946932e+01,4.827817772602154633e+01
1.267569511890506817e+01,4.400885845670947560e+01
1.966232715129564923e+01,5.288978987282425237e+01
1.185416836535601348e+01,5.103576550064237694e+01
1.938105909672575677e+01,4.817427721011826947e+01
1.655071908820235294e+01,4.039064476472356091e+01
3.543808295924470997e-01,4.671438249138195431e+01
2.028000867832889043e+01,4.952121635917742992e+01
1.304770420392687491e+01,4.606948164106705690e+01
1.347841462159483683e+01,5.748712278755710514e+01
1.683572554294071111e+01,6.106850192038529457e+01
1.194068387336495540e+01,4.373014074032030862e+01
1.058896495762485657e+01,4.754347065448733645e+01
1.171950477712598371e+01,4.817320186109145652e+01
1.263696302716422437e+01,4.391623850723438949e+01
1.682232784548489235e+01,4.841672283291392631e+01
1.557967723873082733e+01,4.473156163063277546e+01
1.568194137252023523e+01,5.409235920274875298e+01
1.640989582209185471e+01,5.063175501341344642e+01
1.870104527610348910e+01,6.037060950146931049e+01
4.737350092954276448e+00,4.555480899034809994e+01
1.492269333958183353e+01,6.151631111087990433e+01
2.085849930151642440e+01,4.652441077265075364e+01
1.778537030330442548e+01,4.840611081791450232e+01
1.867570786922707526e+01,5.380308014147242801e+01
1.966363482485150627e+01,5.546217217907890529e+01
1.868101732214796229e+01,4.183974836998037006e+01
2.004291442458330152e+01,5.423187420219305466e+01
2.251461991215852976e+01,4.674816966614532276e+01
1.315791962790129332e+01,4.851378750831634079e+01
2.424707942211306744e+01,4.383342100958677889e+01
1.022775568366069265e+01,5.626261437982816460e+01
1.314348992691434148e+01,5.691007231339226990e+01
1.446417660258051363e+01,4.936310483841276664e+01
1.241988206825436336e+01,5.797100327132577746e+01
1.845722035952913487e+01,4.872085712923379219e+01
1.476115590756774232e+01,5.287996514624922639e+01
1.188144215060819597e+01,5.734219121499141636e+01
2.401624738842981799e+01,5.111641582263455064e+01
1.421962290514412430e+01,5.740644620744757276e+01
2.232046890620468815e+01,5.479197207883875365e+01
1.697048517968877235e+01,5.666475652431903853e+01
1.842949267962958615e+01,5.229257181593422388e+01
2.101473507623028780e+01,5.545147132020365177e+01
2.320707531876171004e+01,4.455323352354631083e+01
9.942812556261451107e+00,5.059073548528614594e+01
1.497683984875583540e+01,5.214467400387194118e+01
1.965709381863828042e+01,5.507828476850426114e+01
1.692950606613683107e+01,5.115593196791492403e+01
1.640837664423103348e+01,5.315569205044319290e+01
1.148900551265914771e+01,4.881495443888936592e+01
2.118370171802882496e+01,5.844999700172405710e+01
1.124613543227562218e+01,5.276129465149239195e+01
1.844409821750146961e+01,5.221871617892836070e+01
1.091686707050398475e+01,4.692831248765743624e+01
1.002961811319913998e+01,5.484466949412653491e+01
1.155719029423950239e+01,4.557851326535847392e+01
2.212861810394964124e+01,5.827841498236820428e+01
1.543187777978354625e+01,5.231522245397309234e+01
1.484020548177294962e+01,4.936893803330242037e+01
1.063762383984340332e+01,4.907034121073809985e+01
1.358790659101927112e+01,5.082597302506609793e+01
2.271156654252737539e+01,4.151173399969041355e+01
1.850615052623963663e+01,6.194579251057295011e+01
1.252562926473206772e+01,5.558872231405300113e+01
1.769849634130913074e+01,4.435999312761090607e+01
1.901661816210651068e+01,5.231577590679593470e+01
2.618517888096235424e+01,4.882801387247620539e+01
9.790530703565847759e+00,5.942961805128038577e+01
1.001300408262563479e+01,4.596071084817403829e+01
1.308406435486178943e+01,3.963564298998961988e+01
1.414244554721443059e+01,5.052077633904043097e+01
1.470740511396951611e+01,4.444511946897669930e+01
2.082216102536857960e+01,4.879313369082221641e+01
1.943381921840799365e+01,4.263307790987914814e+01
1.760621467921620109e+01,5.275419823432545030e+01
1.950412557377192257e+01,5.406942833613560850e+01
1.284823352693458176e+01,4.407859679869197578e+01
1.429138100589756277e+01,4.486418067798977916e+01
1.637085416662583626e+01,4.649743137416867000e+01
1.645940553222552438e+01,4.363146412505624738e+01
1.506180125157558969e+01,4.628953980133771040e+01
2.513153180916080487e+01,5.549323117037543796e+01
2.039954366253529727e+01,4.965558205248136403e+01
